sample_id,audio_path,transcript_path,text
asosoft_0159,datasets/training_set/asosoft/audio/asosoft_0159.wav,datasets/training_set/asosoft/transcripts/asosoft_0159.txt,وەرگێڕانی مرۆڤ لە وەرگێڕانی ئامراز ڕێکوپێکترە
asosoft_0046,datasets/training_set/asosoft/audio/asosoft_0046.wav,datasets/training_set/asosoft/transcripts/asosoft_0046.txt,خەڵقی ئەو کاتانەش هەروەک ئێستا چاکەی خۆیان مەتڵەب بووە
asosoft_0172,datasets/training_set/asosoft/audio/asosoft_0172.wav,datasets/training_set/asosoft/transcripts/asosoft_0172.txt,دەفتەرەکانی وەرگرتن و ماڵاواییان کرد
asosoft_0181,datasets/training_set/asosoft/audio/asosoft_0181.wav,datasets/training_set/asosoft/transcripts/asosoft_0181.txt,نامەیەک گەیشت و بە خوێندنەوەی دڵشاد بووم
asosoft_0251,datasets/training_set/asosoft/audio/asosoft_0251.wav,datasets/training_set/asosoft/transcripts/asosoft_0251.txt,ئەو فڕۆکانەی بە ئاسمانەوەن ترسێنەرن
asosoft_0271,datasets/training_set/asosoft/audio/asosoft_0271.wav,datasets/training_set/asosoft/transcripts/asosoft_0271.txt,پۆلیسەکان مەعموولەن بە کەلەپچە خپت دەکەن
asosoft_0177,datasets/training_set/asosoft/audio/asosoft_0177.wav,datasets/training_set/asosoft/transcripts/asosoft_0177.txt,تکایە زووتر بۆم بنووسن حاڵی مەحموودخان چۆنە
asosoft_0071,datasets/training_set/asosoft/audio/asosoft_0071.wav,datasets/training_set/asosoft/transcripts/asosoft_0071.txt,غەفوور کەمعورزە و ڕێواس جلپێهات حەڤدە قووچی برژیاگیش ئەخۆن
asosoft_0253,datasets/training_set/asosoft/audio/asosoft_0253.wav,datasets/training_set/asosoft/transcripts/asosoft_0253.txt,نامەیەک گەیشت و بە خوێندنەوەی دڵشاد بووم
asosoft_0054,datasets/training_set/asosoft/audio/asosoft_0054.wav,datasets/training_set/asosoft/transcripts/asosoft_0054.txt,لەم دەقەدا ئێمە عیبارەتی تەمومژاوی دەبینینەوە
asosoft_0079,datasets/training_set/asosoft/audio/asosoft_0079.wav,datasets/training_set/asosoft/transcripts/asosoft_0079.txt,ئەو پێویستە بۆ ئەنجامدانی هێندێک کاروبار
asosoft_0220,datasets/training_set/asosoft/audio/asosoft_0220.wav,datasets/training_set/asosoft/transcripts/asosoft_0220.txt,ناکرێت بە وردی بودجەی هالیوۆد دیاری کرێ
asosoft_0241,datasets/training_set/asosoft/audio/asosoft_0241.wav,datasets/training_set/asosoft/transcripts/asosoft_0241.txt,ڕەنگە بە ئاسانی ئەم دیاردەیە پێناسە بکەین
asosoft_0090,datasets/training_set/asosoft/audio/asosoft_0090.wav,datasets/training_set/asosoft/transcripts/asosoft_0090.txt,دوای یۆنانییەکان سەرەی ڕۆمییەکان هات
asosoft_0147,datasets/training_set/asosoft/audio/asosoft_0147.wav,datasets/training_set/asosoft/transcripts/asosoft_0147.txt,وەرن با شارێکی بێجەمسەر دروست بکەین
asosoft_0186,datasets/training_set/asosoft/audio/asosoft_0186.wav,datasets/training_set/asosoft/transcripts/asosoft_0186.txt,با چەپڵەڕێزانێک بۆ ئەو هەوڵانەی بەرپا کەین
asosoft_0167,datasets/training_set/asosoft/audio/asosoft_0167.wav,datasets/training_set/asosoft/transcripts/asosoft_0167.txt,کاتێک پێش دەکەوین کە سەفیری وڵاتەکان سەردانمان کەن
